Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result (EUR),Total (EUR),Withholding tax,Currency (Withholding tax),Charge amount (EUR),Transaction fee (EUR),Finra fee (EUR),Notes,ID,French transaction tax,Currency conversion fee (EUR)
Deposit,2021-01-01 16:24:52,,,,,,,,,10.00,,,10.00,,,"Transaction ID: 4726095182915666",ed75b407-3aa6-4078-9b24-0f8c8d6c6f9d,,
Deposit,2021-01-04 09:25:23,,,,,,,,,613.00,,,613.00,,,"Transaction ID: 1336097523230324",274a473f-30bb-4334-bf66-dac1a5f4414a,,
Market buy,2021-01-04 09:26:36,IE00BGL86Z12,ECAR,"iShares Electric Vehicles and Driving Technology",17.6234800000,7.32,USD,1.22928,,105.00,,,,,,,EOF734893087,,
Market buy,2021-01-04 09:26:37,IE00B0M63284,IPRP,"iShares European Property Yield",0.7308424300,3688.00,GBX,89.84491,,30.00,,,,,,,EOF734893095,,
Market buy,2021-01-04 09:27:41,IE00BYZK4776,HEAL,"iShares Healthcare Innovation",12.4890560000,10.34,USD,1.22928,,105.00,,,,,,,EOF734893390,,
Market buy,2021-01-04 09:29:01,IE00B3WJKG14,QDVE,"iShares S&P 500 Information Technology Sector EUR",4.4856450000,13.38,EUR,1.00000,,60.00,,,,,,,EOF734893617,,
Market buy,2021-01-04 09:29:08,FR0013176526,FR,"Valeo",0.3633190000,32.93,EUR,1.00000,,12.00,,,,,,,EOF734893643,0.04,
Market buy,2021-01-04 14:30:07,CA72706K1012,PLNHF,"Planet 13",1.3035800000,5.66,USD,1.22971,,6.00,,,,,,,EOF737815021,,
Market buy,2021-01-04 14:32:48,US2937921078,EPD,"Enterprise Products Partners",1.2330960000,19.96,USD,1.23062,,20.00,,,,,,,EOF738583912,,
Market buy,2021-01-04 14:33:04,US92259F1012,VLDR,"Velodyne Lidar",0.6332330000,23.32,USD,1.23058,,12.00,,,,,,,EOF738586300,,
Market buy,2021-01-04 14:33:44,US98980F1049,ZI,"ZoomInfo",1.0193330000,48.29,USD,1.23058,,40.00,,,,,,,EOF738592909,,
Market buy,2021-01-04 14:34:35,US52603B1070,TREE,"Lendingtree",0.1419465000,277.42,USD,1.23058,,32.00,,,,,,,EOF738599721,,
Market buy,2021-01-04 14:34:51,US09061G1013,BMRN,"Biomarin Pharma",0.1926440000,89.43,USD,1.23058,,14.00,,,,,,,EOF738601646,,
Market buy,2021-01-04 14:35:23,US38113L1070,GNOG,"Golden Nugget Online Gaming",1.4212750000,20.78,USD,1.23059,,24.00,,,,,,,EOF738605464,,
Market buy,2021-01-04 14:38:21,US46625H1005,JPM,"JPMorgan Chase",0.3857044000,127.62,USD,1.23058,,40.00,,,,,,,EOF738615219,,
Limit buy,2021-01-04 14:40:32,US02451V1017,ABML,"American Battery Technology",10.0000000000,1.19,USD,1.22939,,9.68,,,,,,,EOF738619300,,
Limit buy,2021-01-04 15:04:52,US02451V1017,ABML,"American Battery Technology",10.0000000000,1.10,USD,1.22829,,8.96,,,,,,,EOF739826942,,
Limit buy,2021-01-04 15:45:29,IE00BLRPRL42,QQQ3,"WisdomTree NASDAQ 100 3x",1.0000000000,131.00,USD,1.22641,,106.82,,,,,,,EOF742386517,,
Deposit,2021-01-05 14:16:54,,,,,,,,,12.00,,,12.00,,,"Transaction ID: 4556098562133665",5adcdfa2-7a50-4812-ac70-5a3f5e547707,,
Limit buy,2021-01-05 14:36:37,US02451V1017,ABML,"American Battery Technology",10.0000000000,1.05,USD,1.22703,,8.56,,,,,,,EOF749245840,,
Limit buy,2021-01-05 14:36:43,US8902607063,TNXP,"Tonix",15.0000000000,0.83,USD,1.22703,,10.15,,,,,,,EOF749246128,,
Market sell,2021-01-05 14:36:44,US8902607063,TNXP,"Tonix",8.0000000000,0.83,USD,1.22726,-0.02,5.39,,,,,,,EOF749246135,,
Deposit,2021-01-05 16:07:08,,,,,,,,,80.00,,,80.00,,,"Transaction ID: 1539098628275235",b44b814e-3a44-4cad-a3af-de47bf9aa502,,
Limit buy,2021-01-05 16:31:47,US02451V1017,ABML,"American Battery Technology",15.0000000000,0.80,USD,1.22811,,9.71,,,,,,,EOF751907612,,
Limit buy,2021-01-05 20:00:29,US63910B1026,NLS,"Nautilus Group",2.0000000000,19.04,USD,1.23035,,30.95,,,,,,,EOF753023187,,
Limit buy,2021-01-05 20:20:32,US7501021056,RXT,"Rackspace Technology",2.0000000000,19.05,USD,1.23000,,30.98,,,,,,,EOF753027918,,
Deposit,2021-01-06 07:00:50,,,,,,,,,220.00,,,220.00,,,"Transaction ID: 1639099164504276",98acc477-3ad2-49a2-9c2b-78873ddfe55c,,
Limit buy,2021-01-06 14:32:38,US09075F1075,BNGO,"BioNano",10.0000000000,4.55,USD,1.22995,,36.99,,,,,,,EOF759315679,,
Limit buy,2021-01-06 14:32:41,US98138J2069,WKHS,"Workhorse",3.0000000000,22.25,USD,1.22998,,54.27,,,,,,,EOF759315775,,
Limit buy,2021-01-06 14:54:51,US8902607063,TNXP,"Tonix",8.0000000000,0.77,USD,1.23170,,4.98,,,,,,,EOF762005003,,
Market buy,2021-01-06 16:15:34,US6544051096,NMTR,"9 Meters Biopharma",10.0000000000,1.60,USD,1.22739,,13.04,,,,,,,EOF763525077,,
Market buy,2021-01-06 16:16:08,US68570P1012,ORTX,"Orchard Therapeutics PLC",3.0000000000,6.40,USD,1.22731,,15.64,,,,,,,EOF763525729,,
Limit buy,2021-01-07 16:19:25,US6544051096,NMTR,"9 Meters Biopharma",10.0000000000,1.36,USD,1.22715,,11.08,,,,,,,EOF778508216,,
Limit buy,2021-01-07 16:39:05,US98980F1049,ZI,"ZoomInfo",1.0000000000,43.00,USD,1.22726,,35.04,,,,,,,EOF778527076,,
Limit buy,2021-01-07 19:23:48,US8177631053,SESN,"Sesen Bio ",15.0000000000,1.44,USD,1.22672,,17.61,,,,,,,EOF781256310,,
Limit buy,2021-01-08 14:30:11,US09075F1075,BNGO,"BioNano",5.0000000000,4.15,USD,1.22771,,16.90,,,,,,,EOF786694361,,
Limit buy,2021-01-08 15:22:02,US6837121036,OPEN,"Opendoor Technologies",1.0000000000,26.60,USD,1.22250,,21.76,,,,,,,EOF792594682,,
Deposit,2021-01-11 12:45:51,,,,,,,,,150.00,,,150.00,,,"Transaction ID: 4846103691500626",96f4e15d-d726-4f60-a9cc-f1c33ec65d38,,
Limit buy,2021-01-11 14:30:49,US5951121038,MU,"Micron Technology",1.0000000000,76.50,USD,1.21482,,62.97,,,,,,,EOF804665310,,
Limit buy,2021-01-11 14:30:56,US74767V1098,QS,"QuantumScape",1.0000000000,56.00,USD,1.21478,,46.10,,,,,,,EOF804666121,,
Market buy,2021-01-11 14:44:02,US09061G1013,BMRN,"Biomarin Pharma",0.2000000000,82.09,USD,1.21522,,13.51,,,,,,,EOF806444286,,
Market buy,2021-01-11 14:51:26,FR0013176526,FR,"Valeo",0.4000000000,29.90,EUR,1.00000,,12.00,,,,,,,EOF807433667,0.04,
Limit buy,2021-01-11 20:43:28,US00874R1032,AIAD,"AIADVERTISING",250.0000000000,0.06,USD,1.21554,,11.67,,,,,,,EOF812042850,,
Deposit,2021-01-12 12:23:07,,,,,,,,,440.00,,,440.00,,,"Bank Transfer",ad6adf77-c1fc-49b0-a149-126f8f71994a,,
Limit buy,2021-01-12 14:41:33,US38113L1070,GNOG,"Golden Nugget Online Gaming",1.0000000000,19.00,USD,1.21571,,15.63,,,,,,,EOF815005948,,
Limit sell,2021-01-12 14:51:02,IL0011745804,INVZ,"Innoviz Technologies",3.0000000000,14.10,USD,1.21476,6.46,34.82,,,,,,,EOF815024659,,
Market sell,2021-01-12 15:02:18,US88160R1014,TSLA,"Tesla",0.5000000000,849.74,USD,1.21530,91.64,349.60,,,,,,,EOF815946671,,
Limit buy,2021-01-12 16:02:15,US37045V1008,GM,"General Motors",1.0000000000,48.00,USD,1.21571,,39.48,,,,,,,EOF816510251,,
Limit buy,2021-01-12 17:10:46,US94106L1098,WM,"Waste Management",1.0000000000,115.75,USD,1.21664,,95.14,,,,,,,EOF817500657,,
Limit buy,2021-01-13 13:08:32,IE00BLRPRL42,QQQ3,"WisdomTree NASDAQ 100 3x",1.0000000000,130.00,USD,1.21657,,106.86,,,,,,,EOF821202409,,
Limit buy,2021-01-13 13:14:01,US00874R1032,AIAD,"AIADVERTISING",250.0000000000,0.13,USD,1.21664,,26.71,,,,,,,EOF821203669,,
Limit buy,2021-01-13 14:30:23,CA1366351098,CSIQ,"Canadian Solar",1.0000000000,56.20,USD,1.21564,,46.23,,,,,,,EOF821222580,,
Limit buy,2021-01-13 14:30:41,US9497461015,WFC,"Wells Fargo",2.0000000000,33.79,USD,1.21570,,55.59,,,,,,,EOF821226888,,
Limit buy,2021-01-13 14:30:43,US00444T1007,ACRX,"AcelRx Pharmaceuticals ",20.0000000000,2.05,USD,1.21561,,33.73,,,,,,,EOF821227418,,
Limit buy,2021-01-13 14:30:59,US87663X1028,TTCF,"Tattooed Chef",2.0000000000,25.49,USD,1.21563,,41.94,,,,,,,EOF821682557,,
Limit buy,2021-01-13 14:40:05,IE00BJGWQN72,WCLD,"WisdomTree Cloud Computing",2.0000000000,54.00,USD,1.21638,,88.79,,,,,,,EOF821714559,,
Limit buy,2021-01-13 15:09:41,CA98980M1095,ZOM,"Zomedica",15.0000000000,0.95,USD,1.21631,,11.65,,,,,,,EOF822804140,,
Market buy,2021-01-13 15:18:24,US46625H1005,JPM,"JPMorgan Chase",0.6143000000,139.26,USD,1.21698,,70.29,,,,,,,EOF822815433,,
Limit buy,2021-01-13 15:36:22,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.16,USD,1.21773,,22.28,,,,,,,EOF823733057,,
Limit buy,2021-01-14 13:00:00,US6540901096,NJDCY,"Nidec",1.0000000000,34.86,USD,1.21281,,28.74,,,,,,,EOF828644065,,
Market buy,2021-01-14 15:33:07,US2937921078,EPD,"Enterprise Products Partners",0.7670000000,22.91,USD,1.21222,,14.50,,,,,,,EOF830859956,,
Limit buy,2021-01-14 16:21:37,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.12,USD,1.21415,,17.30,,,,,,,EOF831819636,,
Stop limit sell,2021-01-14 16:28:40,US00874R1032,AIAD,"AIADVERTISING",850.0000000000,0.12,USD,1.21477,3.21,81.17,,,,,,,EOF831827750,,
Limit buy,2021-01-14 16:55:32,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.11,USD,1.21548,,15.84,,,,,,,EOF832399521,,
Limit buy,2021-01-14 16:56:09,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.11,USD,1.21547,,15.12,,,,,,,EOF832399778,,
Limit buy,2021-01-14 17:06:35,US89388L1089,TLSS,"Transportation and Logistics Systems",250.0000000000,0.06,USD,1.21514,,11.93,,,,,,,EOF832405194,,
Market buy,2021-01-15 08:00:24,FR0013176526,FR,"Valeo",0.2360000000,31.39,EUR,1.00000,,7.43,,,,,,,EOF834319349,0.02,
Limit buy,2021-01-15 13:00:46,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.12,USD,1.21138,,17.34,,,,,,,EOF836652097,,
Limit buy,2021-01-15 13:04:18,US00874R1032,AIAD,"AIADVERTISING",25.0000000000,0.11,USD,1.21157,,2.27,,,,,,,EOF836654625,,
Limit buy,2021-01-15 13:04:29,US00874R1032,AIAD,"AIADVERTISING",150.0000000000,0.11,USD,1.21150,,13.62,,,,,,,EOF836654780,,
Limit buy,2021-01-15 14:33:35,US62914V1061,NIO,"NIO Inc",1.0000000000,59.82,USD,1.21128,,49.38,,,,,,,EOF837438990,,
Limit buy,2021-01-15 15:05:02,US37045V1008,GM,"General Motors",1.0000000000,49.70,USD,1.20925,,41.10,,,,,,,EOF838118087,,
Deposit,2021-01-18 14:10:58,,,,,,,,,1000.00,,,1000.00,,,"Bank Transfer",6bd7a824-6ecb-4107-b0c4-0c6bf6bd853e,,
Limit buy,2021-01-19 14:31:21,US8036071004,SRPT,"Sarepta Therapeutics",1.0000000000,92.00,USD,1.21361,,75.81,,,,,,,EOF848730170,,
Limit buy,2021-01-19 14:34:50,US9311421039,WMT,"Walmart",1.0000000000,143.90,USD,1.21339,,118.59,,,,,,,EOF850618276,,
Market buy,2021-01-19 14:37:33,US00724F1012,ADBE,"Adobe Systems",0.5000000000,460.52,USD,1.21309,,189.81,,,,,,,EOF851435381,,
Limit buy,2021-01-19 14:38:15,US68389X1054,ORCL,"Oracle",1.0000000000,61.90,USD,1.21298,,51.03,,,,,,,EOF851437480,,
Limit buy,2021-01-19 15:07:57,US1729674242,C,"Citigroup",2.0000000000,63.40,USD,1.21212,,104.61,,,,,,,EOF852344063,,
Limit buy,2021-01-20 14:43:51,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.10,USD,1.20987,,14.18,,,,,,,EOF859597895,,
Limit buy,2021-01-20 15:02:02,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.09,USD,1.20846,,12.67,,,,,,,EOF860483409,,
Limit buy,2021-01-20 15:24:05,US00874R1032,AIAD,"AIADVERTISING",175.0000000000,0.08,USD,1.21062,,11.29,,,,,,,EOF860518373,,
Limit buy,2021-01-20 15:43:19,US3743964062,GEVO,"Gevo",3.0000000000,8.50,USD,1.21111,,21.06,,,,,,,EOF861244749,,
Limit buy,2021-01-21 12:35:05,IE00BJGWQN72,WCLD,"WisdomTree Cloud Computing",2.0000000000,55.47,USD,1.21467,,91.33,,,,,,,EOF866108473,,
Limit buy,2021-01-21 14:30:22,US5502411037,LUMN,"Lumen Technologies",3.0000000000,11.12,USD,1.21430,,27.47,,,,,,,EOF866129983,,
Market buy,2021-01-21 14:50:33,IE00BYZK4776,HEAL,"iShares Healthcare Innovation",2.5110000000,10.88,USD,1.21413,,22.50,,,,,,,EOF866777759,,
Limit buy,2021-01-21 15:01:08,IE00BG5J1M21,CBSX,"The Medical Cannabis and Wellness ETF",9.0000000000,11.30,EUR,1.00000,,101.70,,,,,,,EOF867890207,,
Market buy,2021-01-21 15:07:08,IE00B1XNHC34,INRG,"iShares Global Clean Energy",6.0000000000,1321.00,GBX,88.47379,,89.59,,,,,,,EOF867895851,,
Limit buy,2021-01-21 15:10:42,US0605051046,BAC,"Bank of America",2.0000000000,31.80,USD,1.21559,,52.32,,,,,,,EOF867899737,,
Limit buy,2021-01-21 15:36:21,US4837091010,KNDI,"Kandi",5.0000000000,7.90,USD,1.21633,,32.47,,,,,,,EOF867923671,,
Stop limit sell,2021-01-22 14:32:48,CA98980M1095,ZOM,"Zomedica",15.0000000000,0.97,USD,1.21632,0.31,11.96,,,,,0.00,,EOF872966688,,
Market buy,2021-01-25 20:17:30,US30303M1027,FB,"Meta Platforms",0.0759919000,276.77,USD,1.21363,,17.33,,,,,,,EOF890873048,,
Limit sell,2021-01-27 14:49:19,US5502411037,LUMN,"Lumen Technologies",3.0000000000,15.00,USD,1.20634,9.83,37.30,,,,,0.00,,EOF904689517,,
Deposit,2021-01-28 14:07:47,,,,,,,,,250.00,,,250.00,,,"Bank Transfer",bb09cc7d-39bb-41b1-a888-fade99a8eb9e,,
Limit buy,2021-01-29 18:17:45,US11135E2037,BNL,"Broadstone Net Lease",3.0000000000,18.00,USD,1.21273,,44.53,,,,,,,EOF939197077,,
Market buy,2021-02-01 11:22:12,IE00BGL86Z12,ECAR,"iShares Electric Vehicles and Driving Technology",2.3800000000,7.60,USD,1.20777,,14.98,,,,,,,EOF942977971,,
Deposit,2021-02-01 14:18:09,,,,,,,,,330.00,,,330.00,,,"Bank Transfer",f0b77451-d680-4e3e-bba7-9aed2542cd74,,
Limit buy,2021-02-01 14:32:01,US7561091049,O,"Realty Income",1.0000000000,59.11,USD,1.20917,,48.88,,,,,,,EOF945440382,,
Limit buy,2021-02-01 14:50:29,US38113L1070,GNOG,"Golden Nugget Online Gaming",1.0000000000,18.00,USD,1.20896,,14.89,,,,,,,EOF946359971,,
Limit buy,2021-02-01 14:53:52,IE00BLRPRL42,QQQ3,"WisdomTree NASDAQ 100 3x",1.0000000000,134.00,USD,1.20873,,110.86,,,,,,,EOF946368323,,
Market buy,2021-02-01 14:55:39,US92259F1012,VLDR,"Velodyne Lidar",0.3700000000,21.07,USD,1.20884,,6.45,,,,,,,EOF946372696,,
Limit buy,2021-02-01 14:56:47,US0079031078,AMD,"Advanced Micro Devices",1.0000000000,85.00,USD,1.20906,,70.30,,,,,,,EOF946375582,,
Limit buy,2021-02-01 15:56:53,US6496045013,NYMT,"New York Mortgage Trust",10.0000000000,3.69,USD,1.20798,,30.51,,,,,,,EOF948469981,,
Limit sell,2021-02-01 16:13:09,US98980F1049,ZI,"ZoomInfo",1.0000000000,50.00,USD,1.20802,4.23,41.39,,,,,0.00,,EOF949637284,,
Market sell,2021-02-01 17:08:45,US98980F1049,ZI,"ZoomInfo",1.0193330000,50.24,USD,1.20697,4.55,42.43,,,,,,,EOF950683826,,
Limit sell,2021-02-01 17:59:20,US98138J2069,WKHS,"Workhorse",3.0000000000,37.40,USD,1.20712,38.68,92.95,,,,,0.00,,EOF950719360,,
Market buy,2021-02-02 14:43:20,US30303M1027,FB,"Meta Platforms",0.2240000000,264.82,USD,1.20263,,49.32,,,,,,,EOF956472686,,
Limit buy,2021-02-02 15:42:30,US98138J2069,WKHS,"Workhorse",1.0000000000,34.50,USD,1.20233,,28.69,,,,,,,EOF959971803,,
Limit buy,2021-02-02 15:47:07,US98980F1049,ZI,"ZoomInfo",1.0000000000,46.90,USD,1.20193,,39.02,,,,,,,EOF960736366,,
Limit buy,2021-02-02 16:21:59,KYG9103H1020,TRIRF,"Triterras",1.0000000000,7.28,USD,1.20268,,6.05,,,,,,,EOF961484623,,
Limit buy,2021-02-02 16:23:16,KYG9103H1020,TRIRF,"Triterras",1.0000000000,7.10,USD,1.20250,,5.90,,,,,,,EOF961486104,,
Limit sell,2021-02-02 16:32:18,US26142R1041,DKNG,"DraftKings",1.0000000000,60.00,USD,1.20301,10.68,49.87,,,,,0.00,,EOF961495180,,
Limit buy,2021-02-02 17:54:11,US5502411037,LUMN,"Lumen Technologies",2.0000000000,11.50,USD,1.20148,,19.14,,,,,,,EOF962743619,,
Limit buy,2021-02-02 18:36:53,CA37958K1093,REZZF,"Global Battery Metals",100.0000000000,0.32,USD,1.20208,,26.62,,,,,,,EOF962764107,,
Limit buy,2021-02-02 20:36:44,US62914V1061,NIO,"NIO Inc",1.0000000000,56.00,USD,1.20183,,46.60,,,,,,,EOF964683354,,
Limit sell,2021-02-02 20:56:57,US98980F1049,ZI,"ZoomInfo",1.0000000000,50.98,USD,1.20384,3.33,42.35,,,,,0.00,,EOF964696240,,
Limit sell,2021-02-03 15:56:54,US6544051096,NMTR,"9 Meters Biopharma",20.0000000000,1.55,USD,1.20133,1.68,25.80,,,,,0.00,,EOF970149382,,
Limit buy,2021-02-04 14:30:36,US70451X1046,PAYO,"Payoneer Global",1.0000000000,14.20,USD,1.19848,,11.85,,,,,,,EOF975987836,,
Limit sell,2021-02-04 20:10:22,US98138J2069,WKHS,"Workhorse",1.0000000000,42.00,USD,1.19679,6.40,35.09,,,,,0.00,,EOF982888207,,
Limit buy,2021-02-05 14:30:31,US44951Y1029,HYZN,"Hyzon Motors",1.0000000000,16.44,USD,1.20159,,13.68,,,,,,,EOF987194958,,
Limit buy,2021-02-05 15:03:22,IE00B1XNHC34,INRG,"iShares Global Clean Energy",4.0000000000,1288.00,GBX,87.60379,,58.81,,,,,,,EOF989389332,,
Market buy,2021-02-05 18:45:18,US70614W1009,PTON,"Peloton Interactive",0.5000000000,147.52,USD,1.20440,,61.24,,,,,,,EOF992713155,,
Dividend (Ordinary),2021-02-05 19:56:37,US46625H1005,JPM,"JPMorgan Chase",0.3857044000,0.81,USD,Not available,,0.26,0.03,USD,,,,,,,
Limit buy,2021-02-08 08:04:31,GB00B8YZTJ80,VRS,"Versarien",50.0000000000,50.00,GBX,87.65117,,28.52,,,,,,,EOF996512301,,
Limit buy,2021-02-08 09:30:47,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions",2.0000000000,47.80,USD,1.20233,,79.51,,,,,,,EOF997238423,,
Market buy,2021-02-08 14:38:48,US50202M1027,LI,"Li Auto",1.0000000000,29.94,USD,1.20549,,24.84,,,,,,,EOF1000145206,,
Limit sell,2021-02-08 14:40:07,US15961R1059,CHPT,"ChargePoint Holdings",8.0000000000,42.00,USD,1.20572,64.78,278.66,,,,0.01,0.00,,EOF1000148570,,
Market buy,2021-02-09 08:31:48,IE00B0M63284,IPRP,"iShares European Property Yield",1.2700000000,3402.50,GBX,87.64010,,49.31,,,,,,,EOF1010046738,,
Market sell,2021-02-09 20:42:07,US63910B1026,NLS,"Nautilus Group",2.0000000000,30.87,USD,1.21204,19.99,50.94,,,,,,,EOF1019544672,,
Market buy,2021-02-10 14:54:19,US37045V1008,GM,"General Motors",1.0000000000,53.62,USD,1.21254,,44.22,,,,,,,EOF1023621132,,
Market buy,2021-02-10 15:22:01,US70451X1046,PAYO,"Payoneer Global",1.0000000000,12.93,USD,1.21262,,10.66,,,,,,,EOF1024725546,,
Market buy,2021-02-10 15:35:48,US74736K1016,QRVO,"Qorvo",0.5000000000,166.65,USD,1.21302,,68.69,,,,,,,EOF1025501145,,
Market buy,2021-02-10 19:37:52,US03945R1023,ACHR,"Archer Aviation",1.0000000000,14.33,USD,1.21251,,11.82,,,,,,,EOF1029499984,,
Market buy,2021-02-11 13:19:42,CA66979W8429,NMG,"Nouveau Monde Graphite ",15.0000000000,2.17,USD,1.21432,,26.80,,,,,,,EOF1031364730,,
Market buy,2021-02-11 14:41:55,US38113L1070,GNOG,"Golden Nugget Online Gaming",0.5790000000,17.95,USD,1.21419,,8.56,,,,,,,EOF1033732842,,
Market buy,2021-02-11 17:29:02,US35953D1046,FUBO,"fuboTV",0.5000000000,43.47,USD,1.21201,,17.93,,,,,,,EOF1037989450,,
Market buy,2021-02-11 20:26:13,US59833H1014,MEEC,"Midwest Energy Emissions",30.0000000000,1.20,USD,1.21326,,29.67,,,,,,,EOF1039747473,,
Limit buy,2021-02-12 14:39:03,US0378331005,AAPL,"Apple",1.0000000000,134.00,USD,1.20877,,110.86,,,,,,,EOF1041861293,,
